Label;Tags
collect feedback & modify models;collect<>A, feedback<>BO, &<>BO, modify<>A, models<>BO, 
collect food items for menu;collect<>A, food<>BO, items<>BO, for<>X, menu<>BO, 
collect for online services;collect<>A, for<>X, online<>BO, services<>BO, 
collect forms;collect<>A, forms<>BO, 
collect from reserved unit;collect<>A, from<>X, reserved<>REC, unit<>REC, 
collect goods;collect<>A, goods<>BO, 
collect incoming mail;collect<>A, incoming<>BO, mail<>BO, 
collect individual device information;collect<>A, individual<>BO, device<>BO, information<>BO, 
collect information;collect<>A, information<>BO, 
collect invoice from outbox;collect<>A, invoice<>BO, from<>X, outbox<>REC, 
collect invoices;collect<>A, invoices<>BO, 
collect invoices from admin officer;collect<>A, invoices<>BO, from<>X, admin<>REC, officer<>REC, 
collect invoices from admistration officer;collect<>A, invoices<>BO, from<>X, admistration<>REC, officer<>REC, 
collect invoices from data entry outbox;collect<>A, invoices<>BO, from<>X, data<>REC, entry<>REC, outbox<>REC, 
collect mail;collect<>A, mail<>BO, 
collect new prepaid package;collect<>A, new<>BO, prepaid<>BO, package<>BO, 
collect new sim;collect<>A, new<>BO, sim<>BO, 
collect number of attendants;collect<>A, number<>BO, of<>BO, attendants<>BO, 
collect offer;collect<>A, offer<>BO, 
collect offline consumption data;collect<>A, offline<>BO, consumption<>BO, data<>BO, 
collect online consumption data;collect<>A, online<>BO, consumption<>BO, data<>BO, 
collect part;collect<>A, part<>BO, 
collect payment;collect<>A, payment<>BO, 
collect payment upon supply of part to customer;collect<>A, payment<>BO, upon<>BO, supply<>BO, of<>BO, part<>BO, to<>X, customer<>REC, 
collect payments;collect<>A, payments<>BO, 
collect print and send receipts to the secretary;collect<>A, print<>A, and<>X, send<>A, receipts<>BO, to<>X, the<>X, secretary<>REC, 
collect privacy risks;collect<>A, privacy<>BO, risks<>BO, 
collect process list and scope;collect<>A, process<>BO, list<>BO, and<>X, scope<>BO, 
collect receipts for repayment;collect<>A, receipts<>BO, for<>X, repayment<>BO, 
collect required signatures for payment;collect<>A, required<>BO, signatures<>BO, for<>X, payment<>BO, 
collect reseller payment;collect<>A, reseller<>BO, payment<>BO, 
collect sample for lab or field analysis;collect<>A, sample<>BO, for<>X, lab<>BO, or<>X, field<>BO, analysis<>BO, 
collect sim card at vfw;collect<>A, sim<>BO, card<>BO, at<>X, vfw<>BO, 
collect sobe reports;collect<>A, sobe<>BO, reports<>BO, 
collect the amount;collect<>A, the<>X, amount<>BO, 
collect the invoices;collect<>A, the<>X, invoices<>BO, 
collect the neered signature;collect<>A, the<>X, neered<>BO, signature<>BO, 
collect vendor master request form from dedicated outbox;collect<>A, vendor<>BO, master<>BO, request<>BO, form<>BO, from<>X, dedicated<>REC, outbox<>REC, 
collection management;collection<>BO, management<>A, 
collective time confirmation;collective<>BO, time<>BO, confirmation<>A, 
collects statements of financial value;collects<>A, statements<>BO, of<>BO, financial<>BO, value<>BO, 
color coding;color<>BO, coding<>A, 
come up with idea;come<>A, up<>A, with<>X, idea<>BO, 
comment tables;comment<>BO, tables<>BO, 
comment on a pals photo or status update;comment<>A, on<>BO, a<>BO, pals<>BO, photo<>X, or<>X, status<>BO, update<>BO, 
comments;comments<>BO, 
commit to svn;commit<>A, to<>X, svn<>REC, 
commitments documents carryforward;commitments<>BO, documents<>BO, carryforward<>A, 
committee;committee<>BO, 
commnicate configuration change planned later release;commnicate<>A, configuration<>BO, change<>BO, planned<>BO, later<>BO, release<>BO, 
commodity code processing;commodity<>BO, code<>BO, processing<>A, 
communicate;communicate<>A, 
communicate approval;communicate<>A, approval<>BO, 
communicate back to requestor not feasible;communicate<>A, back<>X, to<>X, requestor<>REC, not<>X, feasible<>X, 
communicate configuration changes in production;communicate<>A, configuration<>BO, changes<>BO, in<>X, production<>REC, 
communicate delivery completion to bss;communicate<>A, delivery<>BO, completion<>BO, to<>X, bss<>REC, 
communicate devicelist to synchronoss;communicate<>A, devicelist<>BO, to<>X, synchronoss<>REC, 
communicate disapproval;communicate<>A, disapproval<>BO, 
communicate dvt results;communicate<>A, dvt<>BO, results<>BO, 
communicate forecast to vpc;communicate<>A, forecast<>BO, to<>X, vpc<>REC, 
communicate incident status;communicate<>A, incident<>BO, status<>BO, 
communicate lead time to the customer;communicate<>A, lead<>BO, time<>BO, to<>X, the<>X, customer<>REC, 
communicate not enough credit;communicate<>A, not<>BO, enough<>BO, credit<>BO, 
communicate notification;communicate<>A, notification<>BO, 
communicate payment result;communicate<>A, payment<>BO, result<>BO, 
communicate planned rfs date;communicate<>A, planned<>BO, rfs<>BO, date<>BO, 
communicate product code updates;communicate<>A, product<>BO, code<>BO, updates<>BO, 
communicate product launch;communicate<>A, product<>BO, launch<>BO, 
communicate release going into production;communicate<>A, release<>BO, going<>BO, into<>X, production<>BO, 
communicate request to central department;communicate<>A, request<>BO, to<>X, central<>REC, department<>REC, 
communicate restore;communicate<>A, restore<>BO, 
communicate result;communicate<>A, result<>BO, 
communicate result of credit check;communicate<>A, result<>BO, of<>BO, credit<>BO, check<>BO, 
communicate results with bvis;communicate<>A, results<>BO, with<>X, bvis<>REC, 
communicate success subscription fulfilment;communicate<>A, success<>BO, subscription<>BO, fulfilment<>BO, 
communicate successful verfication to customer;communicate<>A, successful<>BO, verfication<>BO, to<>X, customer<>REC, 
communicate the resolution to client (5 min);communicate<>A, the<>X, resolution<>BO, to<>X, client<>REC, (5<>X, min)<>X, 
communicate with customer;communicate<>A, with<>X, customer<>REC, 
communicate with the customer;communicate<>A, with<>X, the<>X, customer<>REC, 
communicate with the vendor;communicate<>A, with<>X, the<>X, vendor<>REC, 
communicate with vendor;communicate<>A, with<>X, vendor<>REC, 
communication / print;communication<>A, /<>BO, print<>A, 
communication and consultation;communication<>A, and<>X, consultation<>A, 
communications deployment;communications<>BO, deployment<>A, 
communications design;communications<>BO, design<>A, 
company merger;company<>BO, merger<>A, 
company split;company<>BO, split<>A, 
comparative group rent adjustment preparation;comparative<>BO, group<>BO, rent<>BO, adjustment<>BO, preparation<>A, 
compare active and purchased seats per customer;compare<>A, active<>BO, and<>X, purchased<>BO, seats<>BO, per<>BO, customer<>BO, 
compare audit lists;compare<>A, audit<>BO, lists<>BO, 
compare configured data;compare<>A, configured<>BO, data<>BO, 
compare customer data with internal customer database;compare<>A, customer<>BO, data<>BO, with<>X, internal<>BO, customer<>BO, database<>BO, 
compare details;compare<>A, details<>BO, 
compare if the customer data is the same as existing data;compare<>A, if<>X, the<>X, customer<>BO, data<>BO, is<>X, the<>X, same<>BO, as<>BO, existing<>BO, data<>BO, 
compare invoice against invoice history report;compare<>A, invoice<>BO, against<>X, invoice<>BO, history<>BO, report<>BO, 
compare payment advices;compare<>A, payment<>BO, advices<>BO, 
compare purchase with sales;compare<>A, purchase<>BO, with<>X, sales<>BO, 
compare report with paper invoice;compare<>A, report<>BO, with<>X, paper<>BO, invoice<>BO, 
compare sales with purchase;compare<>A, sales<>BO, with<>X, purchase<>BO, 
compare scanned invoice with summary report;compare<>A, scanned<>BO, invoice<>BO, with<>X, summary<>BO, report<>BO, 
compare so and real order;compare<>A, so<>BO, and<>X, real<>BO, order<>BO, 
compare the assigned budget to the planned budget;compare<>A, the<>X, assigned<>BO, budget<>BO, to<>X, the<>X, planned<>BO, budget<>BO, 
compare the detail of report with actual paper invoices;compare<>A, the<>X, detail<>BO, of<>BO, report<>BO, with<>X, actual<>BO, paper<>BO, invoices<>BO, 
compare the report details to the actual paper invoices;compare<>A, the<>X, report<>BO, details<>BO, to<>X, the<>X, actual<>BO, paper<>BO, invoices<>BO, 
compare value dates;compare<>A, value<>BO, dates<>BO, 
compare with database;compare<>A, with<>X, database<>BO, 
compares the details in report with the actual paper invoice;compares<>A, the<>X, details<>BO, in<>BO, report<>BO, with<>X, the<>X, actual<>BO, paper<>BO, invoice<>BO, 
compatibility check;compatibility<>BO, check<>A, 
compensation plan consolidation;compensation<>BO, plan<>BO, consolidation<>A, 
compensation planning check;compensation<>BO, planning<>BO, check<>A, 
compensation planning;compensation<>BO, planning<>A, 
competition;competition<>A, 
compile inventory purchase requisition form;compile<>A, inventory<>BO, purchase<>BO, requisition<>BO, form<>BO, 
compile purchase order;compile<>A, purchase<>BO, order<>BO, 
compile requisition forms from all departments;compile<>A, requisition<>BO, forms<>BO, from<>X, all<>REC, departments<>REC, 
compile study plan;compile<>A, study<>BO, plan<>BO, 
complaint process;complaint<>A, process<>BO, 
complaints;complaints<>BO, 
compleation application;compleation<>BO, application<>A, 
complete a vendor data master record request;complete<>A, a<>BO, vendor<>BO, data<>BO, master<>BO, record<>BO, request<>BO, 
complete activation;complete<>A, activation<>BO, 
complete address information;complete<>A, address<>BO, information<>BO, 
complete and attach invoice entry form;complete<>A, and<>X, attach<>A, invoice<>BO, entry<>BO, form<>BO, 
complete and submit the position form;complete<>A, and<>X, submit<>A, the<>X, position<>BO, form<>BO, 
complete appointment approval;complete<>A, appointment<>BO, approval<>BO, 
complete appointment approval form;complete<>A, appointment<>BO, approval<>BO, form<>BO, 
complete briefing and assign to content editor;complete<>A, briefing<>BO, and<>X, assign<>BO, to<>X, content<>REC, editor<>REC, 
complete build request;complete<>A, build<>BO, request<>BO, 
complete by experienced ssp member;complete<>A, by<>X, experienced<>ACTOR, ssp<>ACTOR, member<>ACTOR, 
complete change;complete<>A, change<>BO, 
complete change delivery;complete<>A, change<>BO, delivery<>BO, 
complete checkout;complete<>A, checkout<>BO, 
complete direct order;complete<>A, direct<>BO, order<>BO, 
complete direct retention request;complete<>A, direct<>BO, retention<>BO, request<>BO, 
complete flight selection;complete<>A, flight<>BO, selection<>BO, 
complete indirect order;complete<>A, indirect<>BO, order<>BO, 
complete indirect retention request;complete<>A, indirect<>BO, retention<>BO, request<>BO, 
complete negotiate product configuration;complete<>A, negotiate<>BO, product<>BO, configuration<>BO, 
complete ods;complete<>A, ods<>BO, 
complete order;complete<>A, order<>BO, 
complete order data;complete<>A, order<>BO, data<>BO, 
complete order details;complete<>A, order<>BO, details<>BO, 
complete package;complete<>A, package<>BO, 
complete position documentation;complete<>A, position<>BO, documentation<>BO, 
complete privacy self evaluation;complete<>A, privacy<>BO, self<>BO, evaluation<>BO, 
complete product configuration;complete<>A, product<>BO, configuration<>BO, 
complete program;complete<>A, program<>BO, 
complete provide delivery;complete<>A, provide<>BO, delivery<>BO, 
complete questionnaire for medical conditions(t4);complete<>A, questionnaire<>BO, for<>BO, medical<>BO, conditions(t4)<>BO, 
complete repair task;complete<>A, repair<>BO, task<>BO, 
complete repair tasks;complete<>A, repair<>BO, tasks<>BO, 
complete repairing;complete<>A, repairing<>BO, 
complete sap vendor master record request form;complete<>A, sap<>BO, vendor<>BO, master<>BO, record<>BO, request<>BO, form<>BO, 
complete service request;complete<>A, service<>BO, request<>BO, 
complete setup;complete<>A, setup<>BO, 
complete simple order;complete<>A, simple<>BO, order<>BO, 
complete simple order and submission;complete<>A, simple<>BO, order<>BO, and<>X, submission<>BO, 
complete the required information;complete<>A, the<>X, required<>BO, information<>BO, 
complete vendor master record request form;complete<>A, vendor<>BO, master<>BO, record<>BO, request<>BO, form<>BO, 
complete vendor master request form;complete<>A, vendor<>BO, master<>BO, request<>BO, form<>BO, 
complete within 1-5 business days;complete<>A, within<>BO, 1-5<>BO, business<>BO, days<>BO, 
complete within 24 hours;complete<>A, within<>BO, 24<>X, hours<>BO, 
completed documents;completed<>BO, documents<>BO, 
completes invoice;completes<>A, invoice<>BO, 
completing case;completing<>A, case<>BO, 
completion confirmation;completion<>BO, confirmation<>A, 
complex order entry;complex<>BO, order<>BO, entry<>A, 
complex order;complex<>BO, order<>BO, 
compliance decision;compliance<>BO, decision<>A, 
compose bill;compose<>A, bill<>BO, 
condition processing;condition<>BO, processing<>A, 
conduct advanced risk assessment;conduct<>A, advanced<>BO, risk<>BO, assessment<>BO, 
conduct deployment validation testing;conduct<>A, deployment<>BO, validation<>BO, testing<>BO, 
conduct directions hearings;conduct<>A, directions<>BO, hearings<>BO, 
conduct e2e functional uat;conduct<>A, e2e<>BO, functional<>BO, uat<>BO, 
conduct information search;conduct<>A, information<>BO, search<>BO, 
conduct interviews;conduct<>A, interviews<>BO, 
conduct market research;conduct<>A, market<>BO, research<>BO, 
conduct property survey;conduct<>A, property<>BO, survey<>BO, 
conduct reference / s check;conduct<>A, reference<>BO, /<>BO, s<>BO, check<>BO, 
conduct simple risk assessment;conduct<>A, simple<>BO, risk<>BO, assessment<>BO, 
conduct two reference check;conduct<>A, two<>BO, reference<>BO, check<>BO, 
configuration profile distribution;configuration<>BO, profile<>BO, distribution<>A, 
configuration profile processing;configuration<>BO, profile<>BO, processing<>A, 
configuration simulation;configuration<>BO, simulation<>A, 
configuration management;configuration<>BO, management<>A, 
configuration and prepare test environment;configuration<>BO, and<>X, prepare<>BO, test<>BO, environment<>BO, 
configure allowance service npc;configure<>A, allowance<>BO, service<>BO, npc<>BO, 
configure customer;configure<>A, customer<>BO, 
configure customer for pro active notification;configure<>A, customer<>BO, for<>X, pro<>BO, active<>BO, notification<>BO, 
configure dynamic / fixed seat;configure<>A, dynamic<>BO, /<>BO, fixed<>BO, seat<>BO, 
configure groups;configure<>A, groups<>BO, 
configure keypad;configure<>A, keypad<>BO, 
configure line / engineering;configure<>A, line<>BO, /<>BO, engineering<>BO, 
configure mobile seat;configure<>A, mobile<>BO, seat<>BO, 
configure new range;configure<>A, new<>BO, range<>BO, 
configure pbx with production information;configure<>A, pbx<>BO, with<>X, production<>BO, information<>BO, 
configure phone 13523;configure<>A, phone<>BO, 13523<>X, 
configure product;configure<>A, product<>BO, 
configure range on aam;configure<>A, range<>BO, on<>X, aam<>BO, 
configure seats;configure<>A, seats<>BO, 
configure switchboard group;configure<>A, switchboard<>BO, group<>BO, 
configure voucher tool;configure<>A, voucher<>BO, tool<>BO, 
configure wit;configure<>A, wit<>BO, 
confim cancellation;confim<>A, cancellation<>BO, 
confirm tlr: confirm eqiupment return;confirm<>BO, tlr:<>BO, confirm<>BO, eqiupment<>BO, return<>BO, 
confirm;confirm<>A, 
confirm account;confirm<>A, account<>BO, 
confirm activation by pressing link;confirm<>A, activation<>BO, by<>X, pressing<>BO, link<>BO, 
